pcnfolder,mean_marker_error_RMS,sd_marker_error_RMS,mean_marker_error_max,sd_marker_error_max
61_2_18_p0,0.035,0.006,0.075,0.023
61_2_24_p1,0.048,0.031,0.102,0.082
61_2_25_p1,0.034,0.004,0.066,0.013
61_2_26_p1,0.039,0.007,0.083,0.026
61_2_27_p1,0.03,0.006,0.057,0.013
61_2_28_p1,0.039,0.015,0.089,0.05
61_2_29_p1,0.032,0.008,0.068,0.029
61_2_30_p1,0.059,0.026,0.15,0.082
61_2_31_p1,0.031,0.004,0.059,0.008
61_2_32_p1,0.032,0.007,0.063,0.019
61_2_33_p1,0.047,0.019,0.103,0.051
61_2_34_p1,0.032,0.007,0.068,0.028
61_2_35_p1,0.036,0.004,0.081,0.025
61_2_36_p1,0.034,0.008,0.071,0.029
61_2_41_p0,0.026,0.004,0.058,0.017
61_2_42_p0,0.035,0.01,0.077,0.031
61_2_43_p0,0.041,0.015,0.096,0.051
61_2_44_p0,0.042,0.014,0.094,0.042
61_2_45_p0,0.056,0.021,0.139,0.069
61_2_46_p0,0.04,0.017,0.089,0.051
61_2_47_p0,0.038,0.007,0.073,0.021
61_2_48_p0,0.082,0.029,0.209,0.098
61_2_49_p0,0.038,0.021,0.092,0.073
61_2_4_p0,0.04,0.008,0.085,0.033
61_2_50_p0,0.037,0.007,0.077,0.02
61_2_51_p0,0.051,0.016,0.116,0.049
61_2_52_p0,0.035,0.007,0.081,0.026
61_2_55_p1,0.029,0.01,0.057,0.03
61_2_56_p1,0.032,0.006,0.058,0.015
61_2_57_p1,0.035,0.01,0.076,0.047
61_2_58_p1,0.035,0.008,0.073,0.021
61_2_59_p1,0.032,0.007,0.06,0.02
61_2_5_p0,0.052,0.015,0.137,0.048
61_2_60_p1,0.035,0.009,0.07,0.025
61_2_61_p1,0.03,0.006,0.06,0.014
61_2_62_p1,0.033,0.009,0.066,0.03
61_2_63_p1,0.029,0.005,0.057,0.017
61_2_64_p1,0.055,0.023,0.14,0.083
61_2_65_p1,0.031,0.006,0.062,0.013
61_2_66_p1,0.03,0.004,0.06,0.013
61_2_67_p1,0.032,0.004,0.061,0.011
61_2_68_p1,0.033,0.005,0.065,0.011
61_2_6_p0,0.045,0.014,0.104,0.041
61_2_75_p0,0.028,0.003,0.05,0.005
61_2_76_p0,0.026,0.002,0.047,0.005
61_2_77_p0,0.033,0.004,0.07,0.013
61_2_78_p0,0.045,0.007,0.11,0.03
61_2_79_p0,0.049,0.016,0.114,0.044
61_2_7_p0,0.036,0.007,0.077,0.021
61_2_80_p0,0.039,0.007,0.084,0.027
61_2_81_p0,0.036,0.005,0.064,0.01
61_2_82_p0,0.04,0.012,0.083,0.024
61_2_83_p0,0.032,0.008,0.073,0.028
61_2_84_p0,0.039,0.018,0.092,0.056
61_2_85_p0,0.04,0.007,0.086,0.028
61_2_86_p0,0.028,0.003,0.061,0.011
61_2_87_p0,0.029,0.002,0.056,0.011
61_2_88_p0,0.029,0.001,0.049,0.005
61_2_89_p0,0.029,0.004,0.059,0.008
61_2_8_p0,0.038,0.009,0.083,0.032
61_2_90_p0,0.038,0.004,0.073,0.015
61_2_91_p0,0.03,0.004,0.059,0.012
61_2_92_p0,0.03,0.004,0.064,0.02
61_2_98_p1,0.027,0.002,0.048,0.005
61_2_99_p1,0.027,0.002,0.048,0.005
61_2_9_p0,0.036,0.01,0.082,0.034
62_1_11_p1,0.029,0.004,0.062,0.012
62_1_12_p1,0.032,0.008,0.07,0.029
62_1_13_p1,0.037,0.018,0.084,0.056
62_1_14_p1,0.031,0.004,0.063,0.011
62_1_15_p1,0.027,0.002,0.057,0.008
62_1_16_p1,0.043,0.013,0.102,0.04
62_1_17_p1,0.032,0.01,0.069,0.034
62_1_20_p0,0.041,0.014,0.089,0.041
62_1_21_p0,0.03,0.004,0.066,0.021
62_1_22_p0,0.032,0.007,0.068,0.023
62_1_23_p0,0.024,0.002,0.047,0.006
62_1_24_p0,0.022,0.003,0.046,0.009
62_1_25_p0,0.034,0.015,0.071,0.037
62_1_26_p0,0.036,0.019,0.084,0.053
62_1_29_p1,0.033,0.009,0.068,0.021
62_1_2_p0,0.046,0.032,0.101,0.081
62_1_30_p1,0.029,0.005,0.058,0.011
62_1_31_p1,0.032,0.004,0.073,0.021
62_1_32_p1,0.028,0.002,0.059,0.009
62_1_33_p1,0.027,0.002,0.049,0.007
62_1_34_p1,0.027,0.004,0.065,0.024
62_1_35_p1,0.032,0.002,0.059,0.005
62_1_38_p0,0.025,0.002,0.044,0.004
62_1_39_p0,0.029,0.003,0.051,0.006
62_1_3_p0,0.049,0.028,0.123,0.084
62_1_40_p0,0.025,0.002,0.044,0.005
62_1_41_p0,0.025,0.001,0.045,0.008
62_1_42_p0,0.026,0.002,0.046,0.005
62_1_43_p0,0.026,0.001,0.048,0.005
62_1_44_p0,0.026,0.002,0.044,0.006
62_1_47_p1,0.03,0.002,0.049,0.004
62_1_48_p1,0.023,0.001,0.048,0.004
62_1_49_p1,0.025,0.002,0.047,0.005
62_1_4_p0,0.027,0.003,0.052,0.009
62_1_50_p1,0.028,0.002,0.049,0.005
62_1_51_p1,0.026,0.001,0.048,0.005
62_1_52_p1,0.025,0.001,0.052,0.006
62_1_53_p1,0.027,0.002,0.05,0.007
62_1_5_p0,0.028,0.002,0.056,0.007
62_1_6_p0,0.03,0.003,0.065,0.015
62_1_7_p0,0.044,0.024,0.099,0.062
62_1_8_p0,0.032,0.008,0.071,0.029
62_1_tpose_p0,0.032,0.001,0.068,0.002
62_1_tpose_p1,0.025,0.001,0.041,0.002
62_2_100_p1,0.025,0.003,0.044,0.008
62_2_101_p1,0.026,0.002,0.048,0.006
62_2_102_p1,0.027,0.003,0.048,0.006
62_2_103_p1,0.025,0.001,0.042,0.005
62_2_104_p1,0.028,0.003,0.05,0.006
62_2_105_p1,0.027,0.002,0.051,0.008
62_2_106_p1,0.032,0.003,0.059,0.009
62_2_107_p1,0.039,0.007,0.075,0.017
62_2_108_p1,0.03,0.002,0.055,0.007
62_2_109_p1,0.028,0.002,0.054,0.009
62_2_10_p0,0.026,0.004,0.059,0.016
62_2_110_p1,0.026,0.002,0.047,0.006
62_2_111_p1,0.027,0.003,0.047,0.006
62_2_112_p1,0.028,0.002,0.049,0.005
62_2_113_p1,0.026,0.002,0.047,0.006
62_2_114_p1,0.029,0.002,0.051,0.006
62_2_115_p1,0.03,0.003,0.052,0.007
62_2_116_p1,0.026,0.003,0.05,0.006
62_2_117_p1,0.024,0.002,0.041,0.006
62_2_118_p1,0.029,0.002,0.051,0.008
62_2_11_p0,0.025,0.003,0.052,0.01
62_2_12_p0,0.021,0.001,0.038,0.005
62_2_13_p0,0.031,0.003,0.059,0.006
62_2_14_p0,0.027,0.005,0.062,0.022
62_2_15_p0,0.066,0.021,0.159,0.072
62_2_16_p0,0.032,0.006,0.07,0.022
62_2_17_p0,0.032,0.005,0.065,0.017
62_2_22_p1,0.038,0.013,0.093,0.041
62_2_23_p1,0.043,0.022,0.104,0.073
62_2_24_p1,0.051,0.034,0.123,0.12
62_2_25_p1,0.032,0.007,0.065,0.023
62_2_26_p1,0.036,0.006,0.078,0.024
62_2_27_p1,0.053,0.018,0.14,0.059
62_2_28_p1,0.027,0.007,0.057,0.013
62_2_29_p1,0.029,0.006,0.064,0.027
62_2_30_p1,0.029,0.006,0.065,0.022
62_2_31_p1,0.031,0.003,0.061,0.008
62_2_32_p1,0.033,0.013,0.066,0.036
62_2_33_p1,0.062,0.039,0.161,0.14
62_2_34_p1,0.028,0.002,0.055,0.009
62_2_35_p1,0.029,0.004,0.067,0.013
62_2_3_p0,0.05,0.006,0.124,0.028
62_2_40_p0,0.028,0.003,0.054,0.01
62_2_41_p0,0.029,0.004,0.062,0.014
62_2_42_p0,0.03,0.003,0.059,0.014
62_2_43_p0,0.032,0.005,0.06,0.009
62_2_44_p0,0.046,0.02,0.115,0.057
62_2_45_p0,0.034,0.013,0.083,0.051
62_2_46_p0,0.029,0.004,0.064,0.017
62_2_47_p0,0.032,0.004,0.067,0.017
62_2_48_p0,0.046,0.037,0.111,0.105
62_2_49_p0,0.026,0.005,0.055,0.015
62_2_4_p0,0.035,0.007,0.072,0.027
62_2_50_p0,0.029,0.003,0.063,0.011
62_2_56_p1,0.035,0.005,0.07,0.014
62_2_57_p1,0.034,0.007,0.064,0.013
62_2_58_p1,0.032,0.008,0.064,0.017
62_2_59_p1,0.03,0.003,0.062,0.01
62_2_5_p0,0.045,0.019,0.101,0.048
62_2_60_p1,0.027,0.003,0.057,0.01
62_2_61_p1,0.046,0.029,0.113,0.098
62_2_62_p1,0.038,0.019,0.088,0.069
62_2_63_p1,0.028,0.003,0.057,0.009
62_2_64_p1,0.03,0.003,0.056,0.01
62_2_65_p1,0.025,0.004,0.052,0.012
62_2_66_p1,0.036,0.004,0.068,0.007
62_2_67_p1,0.055,0.036,0.116,0.075
62_2_6_p0,0.028,0.005,0.059,0.017
62_2_72_p0,0.025,0.002,0.046,0.007
62_2_73_p0,0.025,0.002,0.044,0.005
62_2_74_p0,0.026,0.003,0.05,0.012
62_2_75_p0,0.027,0.005,0.054,0.013
62_2_76_p0,0.026,0.003,0.045,0.009
62_2_77_p0,0.025,0.002,0.045,0.006
62_2_78_p0,0.025,0.002,0.05,0.01
62_2_79_p0,0.058,0.027,0.122,0.048
62_2_7_p0,0.041,0.012,0.094,0.04
62_2_80_p0,0.034,0.01,0.074,0.034
62_2_81_p0,0.041,0.018,0.088,0.05
62_2_82_p0,0.029,0.004,0.06,0.017
62_2_83_p0,0.026,0.003,0.055,0.013
62_2_84_p0,0.029,0.004,0.057,0.012
62_2_85_p0,0.029,0.005,0.054,0.018
62_2_86_p0,0.03,0.004,0.063,0.014
62_2_87_p0,0.028,0.002,0.058,0.008
62_2_88_p0,0.029,0.004,0.063,0.016
62_2_89_p0,0.027,0.007,0.056,0.027
62_2_8_p0,0.03,0.006,0.064,0.021
62_2_90_p0,0.027,0.007,0.059,0.028
62_2_91_p0,0.035,0.016,0.086,0.047
62_2_92_p0,0.027,0.005,0.058,0.014
62_2_99_p1,0.025,0.002,0.046,0.005
62_2_9_p0,0.035,0.017,0.083,0.052
63_1_11_p1,0.033,0.003,0.057,0.009
63_1_12_p1,0.039,0.007,0.079,0.026
63_1_13_p1,0.034,0.003,0.066,0.012
63_1_14_p1,0.034,0.004,0.067,0.013
63_1_15_p1,0.054,0.036,0.101,0.062
63_1_16_p1,0.033,0.004,0.07,0.021
63_1_17_p1,0.032,0.003,0.063,0.011
63_1_20_p0,0.069,0.02,0.169,0.051
63_1_21_p0,0.073,0.073,0.179,0.225
63_1_22_p0,0.033,0.004,0.063,0.012
63_1_23_p0,0.028,0.002,0.057,0.009
63_1_24_p0,0.027,0.002,0.055,0.008
63_1_25_p0,0.031,0.006,0.062,0.018
63_1_26_p0,0.039,0.02,0.091,0.053
63_1_29_p1,0.032,0.002,0.059,0.008
63_1_2_p0,0.042,0.02,0.098,0.072
63_1_30_p1,0.034,0.003,0.066,0.013
63_1_31_p1,0.064,0.027,0.156,0.073
63_1_32_p1,0.032,0.004,0.067,0.019
63_1_33_p1,0.035,0.003,0.071,0.015
63_1_34_p1,0.057,0.019,0.134,0.058
63_1_35_p1,0.034,0.004,0.073,0.02
63_1_38_p0,0.028,0.001,0.051,0.004
63_1_39_p0,0.025,0.002,0.047,0.005
63_1_3_p0,0.027,0.003,0.058,0.008
63_1_40_p0,0.026,0.002,0.048,0.008
63_1_41_p0,0.033,0.007,0.071,0.025
63_1_42_p0,0.025,0.001,0.046,0.007
63_1_43_p0,0.031,0.003,0.059,0.014
63_1_44_p0,0.026,0.002,0.051,0.01
63_1_47_p1,0.03,0.004,0.062,0.015
63_1_48_p1,0.033,0.002,0.061,0.005
63_1_49_p1,0.032,0.002,0.065,0.013
63_1_4_p0,0.072,0.029,0.197,0.1
63_1_50_p1,0.031,0.001,0.055,0.005
63_1_51_p1,0.041,0.011,0.095,0.04
63_1_52_p1,0.03,0.003,0.056,0.008
63_1_53_p1,0.03,0.002,0.058,0.007
63_1_5_p0,0.03,0.005,0.064,0.016
63_1_6_p0,0.042,0.021,0.098,0.068
63_1_7_p0,0.03,0.003,0.069,0.017
63_1_8_p0,0.027,0.003,0.054,0.009
63_1_tpose_p0,0.031,0.002,0.064,0.006
63_1_tpose_p1,0.037,0.002,0.071,0.008
63_2_11_p1,0.031,0.003,0.058,0.008
63_2_12_p1,0.029,0.003,0.058,0.011
63_2_13_p1,0.032,0.004,0.066,0.016
63_2_14_p1,0.033,0.004,0.065,0.017
63_2_15_p1,0.046,0.005,0.116,0.035
63_2_16_p1,0.032,0.007,0.066,0.032
63_2_17_p1,0.059,0.032,0.136,0.092
63_2_18_p1,0.039,0.005,0.086,0.026
63_2_19_p1,0.044,0.013,0.104,0.038
63_2_23_p0,0.074,0.026,0.152,0.043
63_2_24_p0,0.028,0.003,0.058,0.015
63_2_25_p0,0.046,0.014,0.09,0.03
63_2_26_p0,0.032,0.004,0.066,0.02
63_2_27_p0,0.027,0.002,0.05,0.007
63_2_28_p0,0.031,0.008,0.062,0.025
63_2_29_p0,0.03,0.004,0.058,0.013
63_2_2_p0,0.029,0.003,0.059,0.012
63_2_30_p0,0.029,0.003,0.055,0.011
63_2_31_p0,0.031,0.004,0.06,0.013
63_2_34_p1,0.034,0.003,0.071,0.019
63_2_35_p1,0.042,0.016,0.082,0.048
63_2_36_p1,0.036,0.005,0.076,0.021
63_2_37_p1,0.06,0.034,0.141,0.099
63_2_38_p1,0.032,0.003,0.059,0.012
63_2_39_p1,0.03,0.003,0.052,0.006
63_2_3_p0,0.034,0.004,0.068,0.012
63_2_40_p1,0.03,0.002,0.057,0.009
63_2_41_p1,0.033,0.003,0.071,0.015
63_2_42_p1,0.036,0.005,0.075,0.021
63_2_43_p1,0.043,0.01,0.092,0.033
63_2_44_p1,0.036,0.008,0.075,0.035
63_2_45_p1,0.039,0.009,0.093,0.029
63_2_46_p1,0.044,0.014,0.103,0.042
63_2_47_p1,0.033,0.005,0.07,0.014
63_2_4_p0,0.028,0.004,0.053,0.012
63_2_53_p0,0.025,0.001,0.047,0.004
63_2_54_p0,0.027,0.001,0.05,0.005
63_2_55_p0,0.027,0.002,0.049,0.005
63_2_56_p0,0.028,0.001,0.051,0.003
63_2_57_p0,0.027,0.001,0.049,0.005
63_2_58_p0,0.027,0.001,0.05,0.006
63_2_59_p0,0.026,0.001,0.047,0.003
63_2_5_p0,0.061,0.025,0.167,0.108
63_2_60_p0,0.026,0.001,0.047,0.006
63_2_61_p0,0.025,0.001,0.045,0.004
63_2_62_p0,0.026,0.001,0.044,0.003
63_2_63_p0,0.027,0.001,0.051,0.008
63_2_68_p1,0.035,0.003,0.063,0.008
63_2_69_p1,0.034,0.002,0.058,0.006
63_2_6_p0,0.03,0.003,0.059,0.009
63_2_70_p1,0.038,0.01,0.086,0.036
63_2_71_p1,0.032,0.003,0.056,0.005
63_2_72_p1,0.032,0.002,0.058,0.005
63_2_73_p1,0.03,0.002,0.058,0.01
63_2_74_p1,0.032,0.003,0.059,0.011
63_2_75_p1,0.03,0.002,0.054,0.005
63_2_76_p1,0.032,0.002,0.062,0.008
63_2_77_p1,0.045,0.024,0.1,0.061
63_2_78_p1,0.034,0.003,0.069,0.014
63_2_79_p1,0.03,0.003,0.054,0.01
63_2_7_p0,0.037,0.02,0.089,0.084
63_2_80_p1,0.031,0.002,0.056,0.009
63_2_81_p1,0.034,0.003,0.069,0.014
63_2_82_p1,0.032,0.001,0.057,0.005
63_2_83_p1,0.035,0.002,0.062,0.008
63_2_8_p0,0.033,0.011,0.072,0.034
64_1_11_p1,0.027,0.001,0.046,0.005
64_1_12_p1,0.032,0.004,0.062,0.011
64_1_13_p1,0.03,0.003,0.055,0.005
64_1_14_p1,0.031,0.003,0.056,0.006
64_1_15_p1,0.031,0.002,0.056,0.005
64_1_16_p1,0.03,0.002,0.051,0.006
64_1_17_p1,0.032,0.003,0.06,0.006
64_1_20_p0,0.03,0.005,0.058,0.013
64_1_21_p0,0.031,0.004,0.062,0.018
64_1_22_p0,0.028,0.004,0.06,0.016
64_1_23_p0,0.052,0.025,0.125,0.066
64_1_24_p0,0.031,0.006,0.058,0.015
64_1_25_p0,0.047,0.025,0.105,0.065
64_1_26_p0,0.046,0.009,0.115,0.029
64_1_29_p1,0.064,0.022,0.165,0.059
64_1_2_p0,0.031,0.006,0.059,0.018
64_1_30_p1,0.032,0.002,0.063,0.005
64_1_31_p1,0.031,0.003,0.064,0.014
64_1_32_p1,0.029,0.004,0.059,0.018
64_1_33_p1,0.032,0.005,0.075,0.024
64_1_34_p1,0.029,0.001,0.056,0.006
64_1_35_p1,0.05,0.02,0.113,0.046
64_1_38_p0,0.029,0.005,0.057,0.02
64_1_39_p0,0.039,0.01,0.081,0.026
64_1_3_p0,0.033,0.004,0.066,0.014
64_1_40_p0,0.032,0.005,0.068,0.02
64_1_41_p0,0.031,0.004,0.065,0.015
64_1_42_p0,0.069,0.037,0.219,0.161
64_1_43_p0,0.031,0.005,0.062,0.01
64_1_44_p0,0.03,0.005,0.066,0.013
64_1_47_p1,0.027,0.003,0.052,0.008
64_1_48_p1,0.05,0.019,0.118,0.057
64_1_49_p1,0.028,0.004,0.049,0.008
64_1_4_p0,0.068,0.016,0.167,0.051
64_1_50_p1,0.03,0.005,0.063,0.018
64_1_51_p1,0.036,0.006,0.087,0.035
64_1_52_p1,0.034,0.003,0.087,0.018
64_1_53_p1,0.028,0.003,0.054,0.009
64_1_5_p0,0.046,0.03,0.098,0.079
64_1_6_p0,0.026,0.002,0.049,0.006
64_1_7_p0,0.046,0.028,0.097,0.072
64_1_8_p0,0.029,0.002,0.055,0.005
64_1_tpose_p0,0.029,0.001,0.054,0.005
64_1_tpose_p1,0.037,0.001,0.064,0.005
64_2_100_p1,0.029,0.002,0.06,0.016
64_2_101_p1,0.03,0.004,0.059,0.012
64_2_102_p1,0.032,0.004,0.058,0.01
64_2_103_p1,0.057,0.029,0.122,0.057
64_2_104_p1,0.034,0.006,0.078,0.026
64_2_105_p1,0.034,0.005,0.066,0.016
64_2_106_p1,0.033,0.007,0.067,0.022
64_2_107_p1,0.035,0.008,0.076,0.032
64_2_108_p1,0.049,0.027,0.117,0.074
64_2_10_p0,0.035,0.012,0.069,0.035
64_2_11_p0,0.031,0.003,0.059,0.009
64_2_12_p0,0.037,0.015,0.078,0.043
64_2_13_p0,0.044,0.015,0.094,0.042
64_2_14_p0,0.029,0.004,0.056,0.015
64_2_15_p0,0.03,0.004,0.06,0.014
64_2_18_p1,0.038,0.009,0.084,0.028
64_2_19_p1,0.033,0.004,0.071,0.02
64_2_20_p1,0.029,0.002,0.051,0.006
64_2_21_p1,0.029,0.003,0.056,0.014
64_2_22_p1,0.031,0.002,0.053,0.006
64_2_23_p1,0.034,0.003,0.066,0.014
64_2_24_p1,0.039,0.012,0.081,0.037
64_2_25_p1,0.035,0.004,0.067,0.015
64_2_26_p1,0.044,0.016,0.095,0.049
64_2_27_p1,0.032,0.004,0.069,0.019
64_2_28_p1,0.034,0.007,0.072,0.027
64_2_29_p1,0.098,0.05,0.243,0.23
64_2_34_p0,0.03,0.002,0.051,0.008
64_2_35_p0,0.039,0.02,0.077,0.063
64_2_36_p0,0.028,0.002,0.047,0.006
64_2_37_p0,0.03,0.003,0.057,0.01
64_2_38_p0,0.03,0.002,0.056,0.008
64_2_39_p0,0.052,0.021,0.128,0.073
64_2_40_p0,0.035,0.014,0.073,0.033
64_2_41_p0,0.028,0.002,0.054,0.007
64_2_42_p0,0.027,0.003,0.05,0.007
64_2_43_p0,0.03,0.003,0.057,0.012
64_2_44_p0,0.032,0.003,0.056,0.008
64_2_45_p0,0.027,0.002,0.047,0.007
64_2_46_p0,0.043,0.019,0.086,0.046
64_2_47_p0,0.028,0.003,0.053,0.009
64_2_48_p0,0.03,0.004,0.056,0.012
64_2_49_p0,0.037,0.009,0.073,0.021
64_2_50_p0,0.027,0.003,0.058,0.016
64_2_51_p0,0.029,0.005,0.056,0.013
64_2_52_p0,0.037,0.005,0.062,0.012
64_2_53_p0,0.026,0.003,0.046,0.006
64_2_54_p0,0.03,0.002,0.056,0.007
64_2_60_p1,0.036,0.007,0.085,0.039
64_2_61_p1,0.028,0.002,0.053,0.003
64_2_62_p1,0.026,0.001,0.046,0.002
64_2_63_p1,0.033,0.004,0.056,0.015
64_2_64_p1,0.028,0.002,0.052,0.008
64_2_65_p1,0.029,0.001,0.051,0.005
64_2_66_p1,0.033,0.005,0.07,0.025
64_2_67_p1,0.03,0.002,0.053,0.004
64_2_68_p1,0.031,0.002,0.052,0.006
64_2_69_p1,0.031,0.001,0.054,0.005
64_2_6_p0,0.034,0.008,0.069,0.021
64_2_70_p1,0.028,0.002,0.053,0.012
64_2_71_p1,0.028,0.002,0.053,0.005
64_2_76_p0,0.032,0.005,0.068,0.021
64_2_77_p0,0.03,0.003,0.054,0.009
64_2_78_p0,0.033,0.008,0.07,0.025
64_2_79_p0,0.038,0.012,0.096,0.046
64_2_7_p0,0.03,0.006,0.054,0.01
64_2_80_p0,0.029,0.004,0.061,0.015
64_2_81_p0,0.041,0.014,0.091,0.037
64_2_82_p0,0.04,0.011,0.088,0.029
64_2_83_p0,0.045,0.013,0.102,0.047
64_2_84_p0,0.031,0.004,0.064,0.01
64_2_85_p0,0.031,0.002,0.059,0.006
64_2_86_p0,0.049,0.031,0.091,0.052
64_2_87_p0,0.029,0.002,0.058,0.007
64_2_88_p0,0.043,0.019,0.097,0.046
64_2_89_p0,0.051,0.025,0.112,0.059
64_2_8_p0,0.027,0.006,0.051,0.016
64_2_94_p1,0.032,0.003,0.063,0.012
64_2_95_p1,0.039,0.004,0.081,0.017
64_2_96_p1,0.033,0.004,0.075,0.018
64_2_97_p1,0.028,0.002,0.056,0.01
64_2_98_p1,0.035,0.015,0.076,0.039
64_2_99_p1,0.037,0.006,0.083,0.018
64_2_9_p0,0.027,0.004,0.048,0.007
65_1_11_p1,0.033,0.006,0.061,0.009
65_1_12_p1,0.033,0.004,0.072,0.017
65_1_13_p1,0.043,0.008,0.099,0.032
65_1_14_p1,0.03,0.003,0.059,0.011
65_1_15_p1,0.034,0.004,0.061,0.008
65_1_16_p1,0.03,0.002,0.062,0.005
65_1_17_p1,0.035,0.009,0.072,0.026
65_1_20_p0,0.028,0.002,0.05,0.006
65_1_21_p0,0.028,0.003,0.059,0.012
65_1_22_p0,0.028,0.003,0.057,0.008
65_1_23_p0,0.033,0.003,0.056,0.005
65_1_24_p0,0.04,0.01,0.091,0.033
65_1_25_p0,0.032,0.004,0.058,0.007
65_1_26_p0,0.031,0.002,0.064,0.012
65_1_29_p1,0.031,0.003,0.059,0.011
65_1_2_p0,0.027,0.002,0.051,0.006
65_1_30_p1,0.032,0.002,0.058,0.006
65_1_31_p1,0.033,0.004,0.061,0.01
65_1_32_p1,0.031,0.002,0.059,0.009
65_1_33_p1,0.033,0.006,0.064,0.017
65_1_34_p1,0.033,0.004,0.067,0.019
65_1_35_p1,0.027,0.002,0.052,0.006
65_1_38_p0,0.029,0.004,0.061,0.015
65_1_39_p0,0.026,0.002,0.055,0.004
65_1_3_p0,0.03,0.005,0.058,0.012
65_1_40_p0,0.027,0.001,0.053,0.002
65_1_41_p0,0.027,0.002,0.053,0.005
65_1_42_p0,0.027,0.001,0.051,0.004
65_1_43_p0,0.025,0.001,0.044,0.005
65_1_44_p0,0.028,0.002,0.05,0.005
65_1_47_p1,0.029,0.002,0.059,0.004
65_1_48_p1,0.029,0.002,0.058,0.003
65_1_49_p1,0.029,0.003,0.058,0.005
65_1_4_p0,0.031,0.003,0.068,0.018
65_1_50_p1,0.028,0.001,0.06,0.002
65_1_51_p1,0.029,0.002,0.059,0.004
65_1_52_p1,0.029,0.002,0.059,0.004
65_1_53_p1,0.029,0.002,0.058,0.002
65_1_5_p0,0.028,0.002,0.052,0.006
65_1_6_p0,0.035,0.006,0.072,0.02
65_1_7_p0,0.026,0.002,0.05,0.011
65_1_8_p0,0.03,0.003,0.054,0.006
65_1_tpose_p0,0.032,0.001,0.055,0.005
65_1_tpose_p1,0.035,0.001,0.061,0.003
65_2_10_p0,0.026,0.003,0.048,0.006
65_2_11_p0,0.026,0.003,0.054,0.009
65_2_12_p0,0.03,0.002,0.056,0.005
65_2_13_p0,0.029,0.003,0.059,0.015
65_2_14_p0,0.026,0.002,0.049,0.007
65_2_15_p0,0.026,0.003,0.049,0.008
65_2_16_p0,0.025,0.003,0.045,0.006
65_2_19_p1,0.03,0.001,0.064,0.009
65_2_20_p1,0.035,0.004,0.077,0.019
65_2_21_p1,0.033,0.003,0.067,0.011
65_2_22_p1,0.033,0.003,0.067,0.013
65_2_23_p1,0.036,0.005,0.087,0.025
65_2_24_p1,0.05,0.012,0.161,0.069
65_2_25_p1,0.041,0.009,0.089,0.03
65_2_26_p1,0.029,0.003,0.056,0.011
65_2_27_p1,0.039,0.01,0.098,0.051
65_2_28_p1,0.034,0.005,0.073,0.023
65_2_31_p0,0.027,0.002,0.049,0.005
65_2_32_p0,0.025,0.003,0.051,0.006
65_2_33_p0,0.026,0.003,0.052,0.005
65_2_34_p0,0.026,0.004,0.053,0.005
65_2_35_p0,0.027,0.001,0.052,0.002
65_2_36_p0,0.043,0.011,0.103,0.055
65_2_37_p0,0.028,0.003,0.056,0.005
65_2_38_p0,0.03,0.003,0.059,0.007
65_2_39_p0,0.027,0.002,0.055,0.002
65_2_40_p0,0.027,0.001,0.051,0.004
65_2_41_p0,0.03,0.004,0.058,0.008
65_2_42_p0,0.027,0.002,0.051,0.005
65_2_43_p0,0.028,0.002,0.051,0.005
65_2_44_p0,0.028,0.002,0.054,0.004
65_2_45_p0,0.028,0.003,0.055,0.005
65_2_46_p0,0.028,0.001,0.053,0.003
65_2_47_p0,0.029,0.003,0.055,0.003
65_2_48_p0,0.028,0.001,0.054,0.005
65_2_49_p0,0.027,0.001,0.055,0.003
65_2_4_p0,0.035,0.004,0.075,0.023
65_2_50_p0,0.025,0.001,0.051,0.002
65_2_51_p0,0.027,0.002,0.052,0.004
65_2_58_p1,0.028,0.002,0.045,0.006
65_2_59_p1,0.028,0.002,0.047,0.005
65_2_5_p0,0.034,0.008,0.069,0.025
65_2_60_p1,0.028,0.002,0.045,0.006
65_2_61_p1,0.03,0.002,0.054,0.012
65_2_62_p1,0.028,0.002,0.048,0.005
65_2_63_p1,0.027,0.002,0.048,0.005
65_2_64_p1,0.028,0.003,0.052,0.006
65_2_65_p1,0.029,0.003,0.054,0.012
65_2_66_p1,0.028,0.003,0.052,0.011
65_2_67_p1,0.027,0.001,0.049,0.006
65_2_68_p1,0.029,0.003,0.052,0.009
65_2_69_p1,0.028,0.002,0.048,0.004
65_2_6_p0,0.03,0.003,0.064,0.017
65_2_70_p1,0.028,0.002,0.044,0.004
65_2_71_p1,0.028,0.001,0.05,0.006
65_2_72_p1,0.028,0.001,0.046,0.008
65_2_73_p1,0.026,0.002,0.046,0.004
65_2_76_p0,0.027,0.002,0.052,0.005
65_2_77_p0,0.029,0.002,0.056,0.004
65_2_78_p0,0.03,0.003,0.057,0.005
65_2_79_p0,0.031,0.005,0.057,0.006
65_2_7_p0,0.028,0.002,0.055,0.01
65_2_80_p0,0.026,0.003,0.048,0.007
65_2_81_p0,0.041,0.01,0.096,0.037
65_2_82_p0,0.029,0.004,0.06,0.01
65_2_83_p0,0.031,0.004,0.059,0.01
65_2_84_p0,0.034,0.007,0.077,0.029
65_2_85_p0,0.04,0.004,0.097,0.022
65_2_86_p0,0.031,0.005,0.06,0.009
65_2_87_p0,0.041,0.014,0.095,0.059
65_2_8_p0,0.027,0.004,0.051,0.013
65_2_91_p1,0.028,0.002,0.059,0.006
