TrialID,response_time_sec,prep_time_sec
8_2_90_p1,2.515,3.674
8_2_91_p1,5.95,1.117
8_2_92_p1,2.699,4.071
8_2_93_p1,2.125,0.877
8_2_94_p1,11.113,2.034
8_2_95_p1,2.869,4.582
8_2_96_p1,1.316,0.701
8_2_97_p1,2.198,0.819
8_2_98_p1,3.118,3.005
8_2_99_p1,2.833,0.501
8_2_100_p1,1.204,0.648
8_2_101_p1,3.251,1.46
8_2_102_p1,2.867,0.808
8_2_103_p1,3.123,0.757
8_2_104_p1,3.69,24.903
8_2_105_p1,6.408,0.78
8_2_106_p1,3.628,1.055
8_2_107_p1,5.028,1.928
9_2_5_p0,3.131,6.472
9_2_6_p0,16.467,0.987
9_2_7_p0,5.158,1.53
9_2_8_p0,2.727,5.771
9_2_9_p0,22.537,1.527
9_2_10_p0,16.227,15.589
9_2_11_p0,6.609,35.357
9_2_12_p0,22.381,14.923
9_2_13_p0,9.996,5.065
9_2_14_p0,3.664,4.163
9_2_15_p0,3.291,3.686
9_2_16_p0,3.703,1.13
9_2_17_p0,5.681,1.942
9_2_18_p0,3.472,2.27
9_2_19_p0,6.23,3.442
9_2_20_p0,19.937,4.942
9_2_21_p0,7.96,11.539
9_2_22_p0,25.751,1.583
9_2_23_p0,5.885,13.35
9_2_28_p1,1.634,4.472
9_2_29_p1,1.095,2.214
9_2_30_p1,5.033,2.933
9_2_31_p1,1.633,4.756
9_2_32_p1,1.665,0.731
9_2_33_p1,1.188,2.91
9_2_34_p1,9.241,2.014
9_2_35_p1,14.249,0.67
9_2_36_p1,1.374,1.122
9_2_37_p1,1.824,4.924
9_2_38_p1,4.964,0.542
9_2_39_p1,5.933,0.877
9_2_40_p1,5.707,5.418
9_2_41_p1,1.868,7.524
9_2_42_p1,3.318,4.432
9_2_43_p1,2.318,2.996
9_2_49_p0,3.312,7.141
9_2_50_p0,7.899,3.557
9_2_51_p0,2.55,3.954
9_2_52_p0,1.716,3.123
9_2_53_p0,3.304,5.464
9_2_54_p0,4.226,7.811
9_2_55_p0,2.656,5.186
9_2_56_p0,1.83,3.658
9_2_57_p0,1.047,4.053
9_2_58_p0,2.932,3.043
9_2_63_p1,5.988,5.409
9_2_64_p1,5.412,0.73
9_2_65_p1,1.804,7.793
9_2_66_p1,1.249,2.108
9_2_67_p1,3.909,5.586
9_2_68_p1,1.982,13.703
9_2_69_p1,10.59,16.81
9_2_70_p1,6.327,3.268
9_2_71_p1,1.546,3.36
9_2_72_p1,1.703,3.101
9_2_73_p1,2.486,0.626
9_2_74_p1,1.622,2.837
9_2_75_p1,2.293,2.94
9_2_82_p0,1.86,2.61
9_2_83_p0,2.829,1.332
9_2_84_p0,3.956,3.095
9_2_85_p0,2.563,6.385
9_2_86_p0,2.948,2.655
9_2_87_p0,3.083,3.889
9_2_88_p0,2.039,1.062
9_2_89_p0,1.861,3.154
9_2_90_p0,3.822,1.981
9_2_91_p0,5.409,2.276
9_2_92_p0,9.342,8.348
9_2_93_p0,6.992,10.322
9_2_94_p0,1.665,8.084
9_2_95_p0,2.729,8.784
9_2_96_p0,3.803,7.209
9_2_97_p0,14.439,11.873
9_2_102_p1,1.67,2.561
9_2_103_p1,1.471,3.312
9_2_104_p1,3.125,1.25
9_2_105_p1,2.82,3.795
9_2_106_p1,1.296,2.479
9_2_107_p1,1.89,6.838
9_2_108_p1,16.132,1.649
9_2_109_p1,3.5,0.969
9_2_110_p1,1.847,2.73
9_2_111_p1,1.437,2.546
9_2_112_p1,1.138,0.878
9_2_113_p1,1.285,0.637
9_2_114_p1,1.242,2.506
